,物种名称,是否是致病菌,预测概率,样本量,样本量文本,年龄,年龄文本,患者性别,性别文本,免疫状态,免疫文本,证据等级,证据文本,原文链接,标注方式
Roseomonas_31145678,Roseomonas,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/31145678/,人工标注
Photobacterium_damselae_31176766,Photobacterium damselae,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/31176766/,人工标注
Brucella_canis_31220185,Brucella canis,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/31220185/,人工标注
Cardiobacterium_valvarum_31250478,Cardiobacterium valvarum,no,[1],1,a case,17-65,18-year-old,女,woman,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/31250478/,人工标注
Rahnella_aquatilis_31271000,Rahnella aquatilis,yes,[1],1,a case,NA,NA,女,woman,受损,NA,3：血及无菌体液（如脓胸液）,bacteremia,https://pubmed.ncbi.nlm.nih.gov/31271000/,人工标注
Cedecea_lapagei_31300600,Cedecea lapagei,yes,[1],NA,NA,1-17,36 weeks,男,male,受损,A late preterm male infant of 36 weeks gestation,3：血及无菌体液（如脓胸液）,blood culture,https://pubmed.ncbi.nlm.nih.gov/31300600/,人工标注
Myroides_31330349,Myroides,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/31330349/,人工标注
Actinobacillus_ureae_31395108,Actinobacillus ureae,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/31395108/,人工标注
Raoultella_ornithinolytica_31420951,Raoultella ornithinolytica,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/31420951/,人工标注
Acinetobacter_guillouiae_31420951,Acinetobacter guillouiae,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/31420951/,人工标注
Burkholderia_tropica_31420951,Burkholderia tropica,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/31420951/,人工标注
Rahnella_aquatilis_31420951,Rahnella aquatilis,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/31420951/,人工标注
Pantoea_agglomerans_31433514,Pantoea agglomerans,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/31433514/,人工标注
Erwinia_herbicola_31433514,Erwinia herbicola,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/31433514/,人工标注
Erwinia_milletiae_31433514,Erwinia milletiae,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/31433514/,人工标注
Klebsiella_variicola_31434721,Klebsiella variicola,yes,[1],10-100,NA,NA,NA,NA,NA,NA,NA,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,NA,https://pubmed.ncbi.nlm.nih.gov/31434721/,人工标注
Klebsiella_singaporensis_31434721,Klebsiella singaporensis,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/31434721/,人工标注
Pseudomonas_pseudoalcaligenes_31461179,Pseudomonas pseudoalcaligenes,no,[1],1-10,Five,17-65,27 to 50,男,male,正常,healthy,NA,NA,https://pubmed.ncbi.nlm.nih.gov/31461179/,人工标注
Leclercia_adecarboxylata_31467730,Leclercia adecarboxylata,yes,[1],1,a case,17-65,51-year-old,女,female,正常,Immunocompetent,3：血及无菌体液（如脓胸液）,Culture of t,https://pubmed.ncbi.nlm.nih.gov/31467730/,人工标注
Ralstonia_pickettii_31516793,Ralstonia pickettii,yes,[1],1-10,three cases of Ralstonia pickettii,17-65,47-year-old,男,"lady,",受损,immunocompromised,3：血及无菌体液（如脓胸液）,blood culture,https://pubmed.ncbi.nlm.nih.gov/31516793/,人工标注
Myroides_odoratimimus_31517421,Myroides odoratimimus,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/31517421/,人工标注
Methylobacterium_31519388,Methylobacterium,yes,[1],1,NA,1-17,NA,男,NA,受损,NA,3：血及无菌体液（如脓胸液）,NA,https://pubmed.ncbi.nlm.nih.gov/31519388/,人工标注
Roseomonas_31541329,Roseomonas,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/31541329/,人工标注
Aeromonas_veroni_31571949,Aeromonas veroni,no,[1],＞100,NA,NA,NA,NA,NA,NA,NA,3：血及无菌体液（如脓胸液）,NA,https://pubmed.ncbi.nlm.nih.gov/31571949/,人工标注
Aeromonas_caviae_31571949,Aeromonas caviae,no,[1],＞100,NA,NA,NA,NA,NA,NA,NA,3：血及无菌体液（如脓胸液）,NA,https://pubmed.ncbi.nlm.nih.gov/31571949/,人工标注
Aeromonas_veronii_31571949,Aeromonas veronii,no,[1],＞100,NA,NA,NA,NA,NA,NA,NA,3：血及无菌体液（如脓胸液）,NA,https://pubmed.ncbi.nlm.nih.gov/31571949/,人工标注
Neisseria_animaloris_31605019,Neisseria animaloris,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/31605019/,人工标注
Haematobacter_massiliensis_31613741,Haematobacter massiliensis,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/31613741/,人工标注
Bartonella_clarridgeiae_31618303,Bartonella clarridgeiae,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/31618303/,人工标注
Legionella_bozemanae_31638905,Legionella bozemanae,no,[1],NA,NA,17-65,56-year,女,woman,受损,immunosuppressiv,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,16S rRNA and specific PCRs were performed,https://pubmed.ncbi.nlm.nih.gov/31638905/,人工标注
Leclercia_adecarboxylata_31662959,Leclercia adecarboxylata,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/31662959/,人工标注
Pandoraea_sputorum_31695454,Pandoraea sputorum,no,[1],1,A Case Report.,NA,NA,NA,NA,受损,immunosuppressive,3：血及无菌体液（如脓胸液）,isolates recovered twice from the bloo,https://pubmed.ncbi.nlm.nih.gov/31695454/,人工标注
Pseudomonas_oryzihabitans_31751195,Pseudomonas oryzihabitans,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/31751195/,人工标注
Burkholderia_ubonensis_31765515,Burkholderia ubonensis,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/31765515/,人工标注
Pseudomonas_mendocina_31768782,Pseudomonas mendocina,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/31768782/,人工标注
Roseomonas_31796988,Roseomonas,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/31796988/,人工标注
Methylobacterium_31796988,Methylobacterium,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/31796988/,人工标注
Moraxella_lacunata_31830267,Moraxella lacunata,no,[1],1,in a Child,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/31830267/,人工标注
Escherichia_fergusonii_31843547,Escherichia fergusonii,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/31843547/,人工标注
Acinetobacter_pittii_31843547,Acinetobacter pittii,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/31843547/,人工标注
Enterobacter_kobei_31849911,Enterobacter kobei,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/31849911/,人工标注
Roseomonas_31860433,Roseomonas,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/31860433/,人工标注
Citrobacter_rodentium_31889191,Citrobacter rodentium,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/31889191/,人工标注
Enterobacter_hormaechei_31900161,Enterobacter hormaechei,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/31900161/,人工标注
Aggregatibacter_aphrophilus_31959912,Aggregatibacter aphrophilus,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/31959912/,人工标注
Ochrobactrum_haematophilum_31960094,Ochrobactrum haematophilum,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/31960094/,人工标注
Citrobacter_rodentium_31960920,Citrobacter rodentium,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/31960920/,人工标注
Achromobacter_ruhlandii_31969255,Achromobacter ruhlandii,no,[1],10-100,42 CF patients,NA,NA,NA,NA,NA,NA,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,90 isolates of Achromobacter spp.,https://pubmed.ncbi.nlm.nih.gov/31969255/,人工标注
Roseomonas_31995465,Roseomonas,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/31995465/,人工标注
Methylobacterium_31995465,Methylobacterium,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/31995465/,人工标注
Alcaligenes_faecalis_32023994,Alcaligenes faecalis,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/32023994/,人工标注
Brucella_ceti_32030727,Brucella ceti,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/32030727/,人工标注
Vibrio_harveyi_32032761,Vibrio harveyi,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/32032761/,人工标注
Photobacterium_damselae_32032761,Photobacterium damselae,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/32032761/,人工标注
Vibrio_vulnificus_32037809,Vibrio vulnificus,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/32037809/,人工标注
Legionella_bozemanae_32081644,Legionella bozemanae,yes,[1],＞100,140 sporadic cases,NA,NA,NA,NA,NA,NA,7：免疫学证据,NA,https://pubmed.ncbi.nlm.nih.gov/32081644/,人工标注
Edwardsiella_tarda_32084536,Edwardsiella tarda,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/32084536/,人工标注
Vibrio_alginolyticus_32145295,Vibrio alginolyticus,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/32145295/,人工标注
Cupriavidus_pauculus_32146449,Cupriavidus pauculus,yes,[1],1,NA,NA,NA,NA,NA,NA,NA,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,NA,https://pubmed.ncbi.nlm.nih.gov/32146449/,人工标注
Aeromonas_salmonicida_32146449,Aeromonas salmonicida,yes,[1],1,NA,NA,NA,NA,NA,NA,NA,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,NA,https://pubmed.ncbi.nlm.nih.gov/32146449/,人工标注
Vibrio_parahaemolyticus_32148509,Vibrio parahaemolyticus,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/32148509/,人工标注
Comamonas_terrigena_32170406,Comamonas terrigena,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/32170406/,人工标注
Moraxella_osloensis_32186784,Moraxella osloensis,yes,[1],1,FIRST,NA,NA,NA,NA,NA,NA,NA,BACTEREMIA,https://pubmed.ncbi.nlm.nih.gov/32186784/,人工标注
Bordetella_trematum_32189223,Bordetella trematum,yes,[1],1,a,NA,NA,NA,NA,NA,NA,4：气管镜活检组织培养出病原体，或者支气管肺泡灌洗液（BALF）定量培养>10**4,bronchoscopy,https://pubmed.ncbi.nlm.nih.gov/32189223/,人工标注
Roseomonas_32207677,Roseomonas,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/32207677/,人工标注
Methylobacterium_32207677,Methylobacterium,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/32207677/,人工标注
Acinetobacter_haemolyticus_32209379,Acinetobacter haemolyticus,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/32209379/,人工标注
Ralstonia_mannitolilytica_32223739,Ralstonia mannitolilytica,yes,[1],1,a,1岁以下,neonatal,NA,NA,受损,defective immune system,3：血及无菌体液（如脓胸液）,endotracheal tube tip cultures,https://pubmed.ncbi.nlm.nih.gov/32223739/,人工标注
Delftia_acidovorans_32284666,Delftia acidovorans,yes,[1],1,A,17-65,52,女,female,抑制,immunosuppressive,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,bronchial fluid,https://pubmed.ncbi.nlm.nih.gov/32284666/,人工标注
Vibrio_harveyi_32302772,Vibrio harveyi,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/32302772/,人工标注
Roseomonas_32306065,Roseomonas,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/32306065/,人工标注
Methylobacterium_32306065,Methylobacterium,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/32306065/,人工标注
Pseudomonas_luteola_32327037,Pseudomonas luteola,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/32327037/,人工标注
Shigella_dysenteriae_32342176,Shigella dysenteriae,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/32342176/,人工标注
Edwardsiella_tarda_32361262,Edwardsiella tarda,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/32361262/,人工标注
Pusillimonas_32369004,Pusillimonas,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/32369004/,人工标注
Castellaniella_32369004,Castellaniella,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/32369004/,人工标注
Parapusillimonas_32369004,Parapusillimonas,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/32369004/,人工标注
Enterobacter_ludwigii_32380392,Enterobacter ludwigii,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/32380392/,人工标注
Cronobacter_sakazakii_32397488,Cronobacter sakazakii,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/32397488/,人工标注
Edwardsiella_ictaluri_32431710,Edwardsiella ictaluri,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/32431710/,人工标注
Yersinia_ruckeri_32473361,Yersinia ruckeri,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/32473361/,人工标注
Klebsiella_variicola_32504650,Klebsiella variicola,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/32504650/,人工标注
Klebsiella_singaporensis_32504650,Klebsiella singaporensis,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/32504650/,人工标注
Serratia_plymuthica_32553053,Serratia plymuthica,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/32553053/,人工标注
Vibrio_alginolyticus_32561458,Vibrio alginolyticus,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/32561458/,人工标注
Edwardsiella_tarda_32565509,Edwardsiella tarda,no,[1],1,case,65以上,80s,男,man,NA,NA,3：血及无菌体液（如脓胸液）,Blood and stool culture,https://pubmed.ncbi.nlm.nih.gov/32565509/,人工标注
Azohydromonas_32594456,Azohydromonas,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/32594456/,人工标注
Shigella_boydii_32596358,Shigella boydii,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/32596358/,人工标注
Acinetobacter_junii_32608852,Acinetobacter junii,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/32608852/,人工标注
Photorhabdus_luminescens_32609431,Photorhabdus luminescens,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/32609431/,人工标注
Cedecea_lapagei_32612841,Cedecea lapagei,yes,[1],1,First,17-65,38,男,man,NA,NA,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,NA,https://pubmed.ncbi.nlm.nih.gov/32612841/,人工标注
Vibrio_parahaemolyticus_32664302,Vibrio parahaemolyticus,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/32664302/,人工标注
Aeromonas_fluvialis_32664302,Aeromonas fluvialis,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/32664302/,人工标注
Vibrio_alginolyticus_32664302,Vibrio alginolyticus,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/32664302/,人工标注
Cupriavidus_pauculus_32670709,Cupriavidus pauculus,no,[1],1,a,17-65,NA,女,NA,受损,NA,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,NA,https://pubmed.ncbi.nlm.nih.gov/32670709/,人工标注
Pseudomonas_pseudoalcaligenes_32673495,Pseudomonas pseudoalcaligenes,no,[1],＞100,302,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/32673495/,人工标注
Yersinia_ruckeri_32673645,Yersinia ruckeri,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/32673645/,人工标注
Pantoea_agglomerans_32707845,Pantoea agglomerans,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/32707845/,人工标注
Erwinia_herbicola_32707845,Erwinia herbicola,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/32707845/,人工标注
Erwinia_milletiae_32707845,Erwinia milletiae,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/32707845/,人工标注
Providencia_rettgeri_32735431,Providencia rettgeri,yes,[1],1,a,65以上,geriatric,女,female,NA,NA,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,tracheal aspirates,https://pubmed.ncbi.nlm.nih.gov/32735431/,人工标注
Shewanella_algae_32739040,Shewanella algae,yes,[1],1,A,17-65,55,男,male,NA,NA,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,respiratory cultures,https://pubmed.ncbi.nlm.nih.gov/32739040/,人工标注
Aeromonas_hydrophilia_32739040,Aeromonas hydrophilia,yes,[1],1,A,17-65,55,男,male,NA,NA,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,respiratory cultures,https://pubmed.ncbi.nlm.nih.gov/32739040/,人工标注
Aeromonas_caviae_32739040,Aeromonas caviae,yes,[1],1,A,17-65,55,男,male,NA,NA,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,respiratory cultures,https://pubmed.ncbi.nlm.nih.gov/32739040/,人工标注
Photobacterium_damselae_32739532,Photobacterium damselae,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/32739532/,人工标注
Methylobacterium_32760387,Methylobacterium,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/32760387/,人工标注
Alcaligenes_faecalis_32760634,Alcaligenes faecalis,yes,[1],1,a,65以上,66,男,male,NA,NA,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,NA,https://pubmed.ncbi.nlm.nih.gov/32760634/,人工标注
Pantoea_agglomerans_32797784,Pantoea agglomerans,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/32797784/,人工标注
Erwinia_herbicola_32797784,Erwinia herbicola,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/32797784/,人工标注
Erwinia_milletiae_32797784,Erwinia milletiae,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/32797784/,人工标注
Achromobacter_ruhlandii_32816722,Achromobacter ruhlandii,no,[1],10-100,39,NA,NA,NA,patients,NA,NA,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,nrdA sequencing,https://pubmed.ncbi.nlm.nih.gov/32816722/,人工标注
Chromobacterium_haemolyticum_32818399,Chromobacterium haemolyticum,yes,[1],1,a,65以上,NA,男,NA,受损,NA,环境,NA,https://pubmed.ncbi.nlm.nih.gov/32818399/,人工标注
Cronobacter_sakazakii_32818765,Cronobacter sakazakii,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/32818765/,人工标注
Neisseria_macacae_32831055,Neisseria macacae,no,[1],1-10,two cases,65以上,69-year-old,女,woman,NA,NA,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,blood culture,https://pubmed.ncbi.nlm.nih.gov/32831055/,人工标注
Ralstonia_mannitolilytica_32849386,Ralstonia mannitolilytica,no,[1],10-100,98,NA,NA,NA,patients,NA,NA,6：气管吸出物或痰的分子诊断（PCR、基因组测序等）病原,16S rRNA,https://pubmed.ncbi.nlm.nih.gov/32849386/,人工标注
Yersinia_ruckeri_32890760,Yersinia ruckeri,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/32890760/,人工标注
Roseomonas_32936752,Roseomonas,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/32936752/,人工标注
Raoultella_ornithinolytica_32967718,Raoultella ornithinolytica,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/32967718/,人工标注
Shewanella_algae_33006801,Shewanella algae,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/33006801/,人工标注
Capnocytophaga_canimorsus_33029457,Capnocytophaga canimorsus,no,[1],1,case,17-65,42-year-old,女,female,正常,Immunocompetent,3：血及无菌体液（如脓胸液）,Blood cultures,https://pubmed.ncbi.nlm.nih.gov/33029457/,人工标注
Pandoraea_pulmonicola_33048281,Pandoraea pulmonicola,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/33048281/,人工标注
Achromobacter_marplatensis_33049935,Achromobacter marplatensis,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/33049935/,人工标注
Providencia_stuartii_33081537,Providencia stuartii,yes,[1],1-10,76,NA,NA,NA,NA,NA,NA,5：气管吸出物或痰/BALF纯培养或优势培养出病原体,NA,https://pubmed.ncbi.nlm.nih.gov/33081537/,人工标注
Brucella_ceti_33089823,Brucella ceti,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/33089823/,人工标注
Vibrio_alginolyticus_33132175,Vibrio alginolyticus,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/33132175/,人工标注
Shewanella_algae_33140140,Shewanella algae,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/33140140/,人工标注
Pasteurella_dagmatis_33141116,Pasteurella dagmatis,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/33141116/,人工标注
Neisseria_weaveri_33141116,Neisseria weaveri,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/33141116/,人工标注
Neisseria_zoodegmatis_33141116,Neisseria zoodegmatis,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/33141116/,人工标注
Citrobacter_koseri_33177025,Citrobacter koseri,no,[1],NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,https://pubmed.ncbi.nlm.nih.gov/33177025/,人工标注
Acinetobacter_pittii_33178158,Acinetobacter pittii,yes,[1],10-100,52,1-17,children,NA,children,NA,NA,3：血及无菌体液（如脓胸液）,Blood cultures (BC) provided 44.32% (39/88) of strains,https://pubmed.ncbi.nlm.nih.gov/33178158/,人工标注
