,age,age_origin
"Rothia_mucilaginosa_29286019:Rothia mucilaginosa
",none,the
"Rothia_mucilaginosa_29323823:Rothia mucilaginosa
",>65岁,75-year-old
"Rothia_mucilaginosa_30825249:Rothia mucilaginosa
",1-17岁,10
"Rothia_mucilaginosa_30857551:Rothia mucilaginosa
",>65岁,67-year-old
"Rothia_mucilaginosa_30882384:Rothia mucilaginosa
",none,end
"Rothia_mucilaginosa_31785769:Rothia mucilaginosa
",none,Patient
"Rothia_mucilaginosa_32004163:Rothia mucilaginosa
",17-65岁,26-year-old
"Rothia_mucilaginosa_32165006:Rothia mucilaginosa
",none,immunocompetent
"Rothia_mucilaginosa_32166635:Rothia mucilaginosa
",>65岁,8 days-121
"Staphylococcus_aureus_16000487:Staphylococcus aureus
",1-17岁,16
"Staphylococcus_aureus_16032558:Staphylococcus aureus
",>65岁,elderly
"Staphylococcus_aureus_16161758:Staphylococcus aureus
",>65岁,70
"Staphylococcus_aureus_16217177:Staphylococcus aureus
",17-65岁,adults
"Staphylococcus_aureus_16422181:Staphylococcus aureus
",none,Taiwan and
"Staphylococcus_aureus_16519120:Staphylococcus aureus
",none,widening
"Staphylococcus_aureus_16600551:Staphylococcus aureus
",>65岁,institutionalized elderly
"Staphylococcus_aureus_17022388:Staphylococcus aureus
",>65岁,74-year-old
"Staphylococcus_aureus_17180803:Staphylococcus aureus
",>65岁,70
"Staphylococcus_aureus_18511648:Staphylococcus aureus
",none,.
"Staphylococcus_aureus_18819395:Staphylococcus aureus
",none,injury
"Staphylococcus_aureus_18832128:Staphylococcus aureus
",none,various
"Staphylococcus_aureus_18946416:Staphylococcus aureus
",17-65岁,adult
"Staphylococcus_aureus_19024644:Staphylococcus aureus
",>65岁,70
"Staphylococcus_aureus_19254640:Staphylococcus aureus
",17-65岁,50
"Staphylococcus_aureus_19659672:Staphylococcus aureus
",>65岁,202
"Staphylococcus_aureus_19672827:Staphylococcus aureus
",none,.
"Staphylococcus_aureus_19725100:Staphylococcus aureus
",1-17岁,8
"Staphylococcus_aureus_19818053:Staphylococcus aureus
",>65岁,73-year-old
"Staphylococcus_aureus_20051680:Staphylococcus aureus
",>65岁,65-year-old
"Staphylococcus_aureus_20398122:Staphylococcus aureus
",>65岁,Older
"Staphylococcus_aureus_22196532:Staphylococcus aureus
",1岁以下,10-month-old
"Staphylococcus_aureus_22748460:Staphylococcus aureus
",>65岁,75
"Staphylococcus_aureus_24649798:Staphylococcus aureus
",>65岁,70
"Staphylococcus_aureus_24725655:Staphylococcus aureus
",none,I
"Staphylococcus_aureus_24748519:Staphylococcus aureus
",1-17岁,Younger
"Staphylococcus_aureus_24968687:Staphylococcus aureus
",1-17岁,16
"Staphylococcus_aureus_25047309:Staphylococcus aureus
",1-17岁,1-14
"Staphylococcus_aureus_25285117:Staphylococcus aureus
",none,in
"Staphylococcus_aureus_25344175:Staphylococcus aureus
",1-17岁,6
"Staphylococcus_aureus_25629622:Staphylococcus aureus
",1-17岁,five
"Staphylococcus_aureus_25875401:Staphylococcus aureus
",none,Ad
"Staphylococcus_aureus_25980050:Staphylococcus aureus
",>65岁,70
"Staphylococcus_aureus_25980051:Staphylococcus aureus
",>65岁,70
"Staphylococcus_aureus_25980052:Staphylococcus aureus
",>65岁,70
"Staphylococcus_aureus_26182813:Staphylococcus aureus
",>65岁,70
"Staphylococcus_aureus_26182814:Staphylococcus aureus
",>65岁,70
"Staphylococcus_aureus_26717659:Staphylococcus aureus
",>65岁,3 months to 89
"Staphylococcus_aureus_26785088:Staphylococcus aureus
",1岁以下,14-month-old
"Staphylococcus_aureus_26872131:Staphylococcus aureus
",1-17岁,two
"Staphylococcus_aureus_27140201:Staphylococcus aureus
",1-17岁,4
"Staphylococcus_aureus_27296817:Staphylococcus aureus
",1-17岁,4 (1-15
"Staphylococcus_aureus_27632588:Staphylococcus aureus
",none,:
"Staphylococcus_aureus_27959904:Staphylococcus aureus
",1-17岁,eight
"Staphylococcus_aureus_28238518:Staphylococcus aureus
",none,.
"Staphylococcus_aureus_28450195:Staphylococcus aureus
",17-65岁,18
"Staphylococcus_aureus_28770121:Staphylococcus aureus
",1-17岁,children
"Staphylococcus_aureus_29207796:Staphylococcus aureus
",1-17岁,two -months to five
"Staphylococcus_aureus_29583108:Staphylococcus aureus
",none,mechanical
"Staphylococcus_aureus_29712613:Staphylococcus aureus
",17-65岁,54
"Staphylococcus_aureus_29850305:Staphylococcus aureus
",none,.
"Staphylococcus_aureus_30027437:Staphylococcus aureus
",none,:
"Staphylococcus_aureus_30051535:Staphylococcus aureus
",none,and approaches
"Staphylococcus_aureus_30187976:Staphylococcus aureus
",>65岁,63 years (IQR: 50-74
"Staphylococcus_aureus_30441991:Staphylococcus aureus
",>65岁,23-83
"Staphylococcus_aureus_30691434:Staphylococcus aureus
",17-65岁,39-year old
"Staphylococcus_aureus_30794136:Staphylococcus aureus
",none,an individual
"Staphylococcus_aureus_30808391:Staphylococcus aureus
",17-65岁,38-year-old
"Staphylococcus_aureus_30825674:Staphylococcus aureus
",>65岁,older
"Staphylococcus_aureus_30860202:Staphylococcus aureus
",none,a
"Staphylococcus_aureus_30948401:Staphylococcus aureus
",17-65岁,middle-aged
"Staphylococcus_aureus_30984396:Staphylococcus aureus
",17-65岁,51
"Staphylococcus_aureus_31006971:Staphylococcus aureus
",1-17岁,children
"Staphylococcus_aureus_31077143:Staphylococcus aureus
",17-65岁,adult
"Staphylococcus_aureus_31080587:Staphylococcus aureus
",none,study
"Staphylococcus_aureus_31100958:Staphylococcus aureus
",1-17岁,16
"Staphylococcus_aureus_31119172:Staphylococcus aureus
",none,one
"Staphylococcus_aureus_31128607:Staphylococcus aureus
",17-65岁,adults
"Staphylococcus_aureus_31173120:Staphylococcus aureus
",>65岁,58.0 vs 73
"Staphylococcus_aureus_31173864:Staphylococcus aureus
",17-65岁,adults
"Staphylococcus_aureus_31191769:Staphylococcus aureus
",>65岁,238
"Staphylococcus_aureus_31205100:Staphylococcus aureus
",>65岁,365
"Staphylococcus_aureus_31267196:Staphylococcus aureus
",none,nationwide
"Staphylococcus_aureus_31308567:Staphylococcus aureus
",>65岁,80
"Staphylococcus_aureus_31312538:Staphylococcus aureus
",>65岁,75-year-old
"Staphylococcus_aureus_31352749:Staphylococcus aureus
",1-17岁,4.4 (0.1-13
"Staphylococcus_aureus_31381532:Staphylococcus aureus
",17-65岁,27
"Staphylococcus_aureus_31404620:Staphylococcus aureus
",none,.
"Staphylococcus_aureus_31422032:Staphylococcus aureus
",1-17岁,young
"Staphylococcus_aureus_31538824:Staphylococcus aureus
",>65岁,127
"Staphylococcus_aureus_31543102:Staphylococcus aureus
",17-65岁,51
"Staphylococcus_aureus_31553250:Staphylococcus aureus
",none,several
"Staphylococcus_aureus_31564716:Staphylococcus aureus
",>65岁,65-year-old
"Staphylococcus_aureus_31567961:Staphylococcus aureus
",>65岁,75
"Staphylococcus_aureus_31575499:Staphylococcus aureus
",17-65岁,Adult
"Staphylococcus_aureus_31619219:Staphylococcus aureus
",>65岁,94
"Staphylococcus_aureus_31652323:Staphylococcus aureus
",none,HAP
"Staphylococcus_aureus_31851883:Staphylococcus aureus
",17-65岁,Sixty
"Staphylococcus_aureus_31881849:Staphylococcus aureus
",>65岁,98
"Staphylococcus_aureus_32059033:Staphylococcus aureus
",1-17岁,14
"Staphylococcus_aureus_32065604:Staphylococcus aureus
",>65岁,"70 years [interquartile range, 62-81"
"Staphylococcus_aureus_32134016:Staphylococcus aureus
",>65岁,104
"Staphylococcus_aureus_32172261:Staphylococcus aureus
",1-17岁,75.2 ++ 12
"Staphylococcus_aureus_32236292:Staphylococcus aureus
",1-17岁,2
"Staphylococcus_aureus_32273175:Staphylococcus aureus
",>65岁,elderly
"Staphylococcus_aureus_32426841:Staphylococcus aureus
",17-65岁,55-year-old
"Staphylococcus_aureus_32439250:Staphylococcus aureus
",none,work
"Staphylococcus_aureus_32439749:Staphylococcus aureus
",>65岁,87-year-old
"Staphylococcus_aureus_32460697:Staphylococcus aureus
",none,unconscious
"Staphylococcus_aureus_32474590:Staphylococcus aureus
",1-17岁,3 years (range: 3 months to 12
"Staphylococcus_aureus_32482366:Staphylococcus aureus
",none,"patients, appropriate antimicrobial agents can be recommended."
"Staphylococcus_aureus_32488431:Staphylococcus aureus
",17-65岁,52-year-old
"Staphylococcus_aureus_32534876:Staphylococcus aureus
",1岁以下,4-month-old
"Staphylococcus_aureus_32539036:Staphylococcus aureus
",17-65岁,adult
"Staphylococcus_aureus_32540835:Staphylococcus aureus
",none,:
"Staphylococcus_aureus_32543758:Staphylococcus aureus
",1-17岁,six
"Staphylococcus_aureus_32545992:Staphylococcus aureus
",17-65岁,adult
"Staphylococcus_aureus_32584852:Staphylococcus aureus
",>65岁,73
"Staphylococcus_aureus_32590802:Staphylococcus aureus
",>65岁,68-year-old
"Staphylococcus_aureus_32598661:Staphylococcus aureus
",17-65岁,50
"Staphylococcus_aureus_32623976:Staphylococcus aureus
",1-17岁,young
"Staphylococcus_aureus_32648533:Staphylococcus aureus
",none,pyelonephritis
"Staphylococcus_aureus_32731866:Staphylococcus aureus
",>65岁,2019
"Staphylococcus_aureus_32756602:Staphylococcus aureus
",>65岁,81
"Staphylococcus_aureus_32759054:Staphylococcus aureus
",1-17岁,24.4+-13
"Staphylococcus_aureus_32760652:Staphylococcus aureus
",>65岁,67-year-old
"Staphylococcus_aureus_32775080:Staphylococcus aureus
",>65岁,73-year-old
"Staphylococcus_aureus_32775204:Staphylococcus aureus
",none,describing
"Staphylococcus_aureus_32776805:Staphylococcus aureus
",none,diabetic
"Staphylococcus_aureus_32779609:Staphylococcus aureus
",none,Something
"Staphylococcus_aureus_32802454:Staphylococcus aureus
",none,internal
"Staphylococcus_aureus_32807253:Staphylococcus aureus
",1-17岁,13-year-old
"Staphylococcus_aureus_32821327:Staphylococcus aureus
",none,immunocompetent
"Staphylococcus_aureus_32822880:Staphylococcus aureus
",17-65岁,Adult
"Staphylococcus_aureus_32842382:Staphylococcus aureus
",17-65岁,2 days to 17
"Staphylococcus_aureus_32846098:Staphylococcus aureus
",none,Schoolyard:
"Staphylococcus_aureus_32856440:Staphylococcus aureus
",1-17岁,child
"Staphylococcus_aureus_32867740:Staphylococcus aureus
",none,large
"Staphylococcus_aureus_32869552:Staphylococcus aureus
",17-65岁,37-year-old
"Staphylococcus_aureus_32876211:Staphylococcus aureus
",>65岁,81
"Staphylococcus_aureus_32884586:Staphylococcus aureus
",17-65岁,25-year-old
"Staphylococcus_aureus_32894364:Staphylococcus aureus
",17-65岁,61
"Staphylococcus_aureus_32903848:Staphylococcus aureus
",17-65岁,61-year-old
"Staphylococcus_aureus_32919518:Staphylococcus aureus
",1-17岁,previously well child
"Staphylococcus_aureus_32922798:Staphylococcus aureus
",>65岁,77-year-old
"Staphylococcus_aureus_32942817:Staphylococcus aureus
",17-65岁,adult
"Staphylococcus_aureus_32942819:Staphylococcus aureus
",1-17岁,children
"Staphylococcus_aureus_32944333:Staphylococcus aureus
",>65岁,400
"Staphylococcus_aureus_32946486:Staphylococcus aureus
",none,Utah
"Staphylococcus_aureus_32953336:Staphylococcus aureus
",17-65岁,20
"Staphylococcus_aureus_32968689:Staphylococcus aureus
",>65岁,120
"Staphylococcus_aureus_32988732:Staphylococcus aureus
",1岁以下,1-month-old
"Staphylococcus_aureus_32994851:Staphylococcus aureus
",1-17岁,adolescent
"Staphylococcus_aureus_32997125:Staphylococcus aureus
",17-65岁,62
"Staphylococcus_aureus_32997797:Staphylococcus aureus
",1-17岁,zero to seven
"Staphylococcus_aureus_33006878:Staphylococcus aureus
",1-17岁,13
"Staphylococcus_aureus_33009101:Staphylococcus aureus
",1-17岁,4
"Staphylococcus_aureus_33014225:Staphylococcus aureus
",17-65岁,adult
"Staphylococcus_aureus_33029764:Staphylococcus aureus
",>65岁,65
"Staphylococcus_aureus_33039268:Staphylococcus aureus
",>65岁,1001
"Staphylococcus_aureus_33055006:Staphylococcus aureus
",>65岁,"70.25 years (range, 58-80"
"Staphylococcus_aureus_33061542:Staphylococcus aureus
",17-65岁,55-year-old
"Staphylococcus_aureus_33062510:Staphylococcus aureus
",17-65岁,37-year-old
"Staphylococcus_aureus_33069002:Staphylococcus aureus
",17-65岁,43
"Staphylococcus_aureus_33077533:Staphylococcus aureus
",17-65岁,27
"Staphylococcus_aureus_33101507:Staphylococcus aureus
",17-65岁,48
"Staphylococcus_aureus_33101896:Staphylococcus aureus
",none,healthy term
"Staphylococcus_aureus_33109242:Staphylococcus aureus
",>65岁,205
"Staphylococcus_aureus_33109697:Staphylococcus aureus
",17-65岁,25-year-old
"Staphylococcus_aureus_33110587:Staphylococcus aureus
",>65岁,5-88
"Staphylococcus_aureus_33113327:Staphylococcus aureus
",1-17岁,7.6+-4.7 years (range: 2.4 months to 16
"Staphylococcus_aureus_33116166:Staphylococcus aureus
",1-17岁,16
"Staphylococcus_aureus_33121394:Staphylococcus aureus
",17-65岁,60
"Staphylococcus_aureus_33132333:Staphylococcus aureus
",17-65岁,39 years (range: 23-47
"Staphylococcus_aureus_33132582:Staphylococcus aureus
",1-17岁,1 month to 16
"Staphylococcus_aureus_33144192:Staphylococcus aureus
",17-65岁,adults
"Staphylococcus_aureus_33153134:Staphylococcus aureus
",17-65岁,adult
"Staphylococcus_aureus_33154655:Staphylococcus aureus
",none,p
"Staphylococcus_aureus_33157180:Staphylococcus aureus
",none,campus
"Staphylococcus_aureus_33160540:Staphylococcus aureus
",17-65岁,40-year-old
"Staphylococcus_aureus_33168948:Staphylococcus aureus
",>65岁,100
"Staphylococcus_aureus_33179055:Staphylococcus aureus
",>65岁,79
"Staphylococcus_aureus_33180420:Staphylococcus aureus
",>65岁,200
"Staphylococcus_aureus_33185139:Staphylococcus aureus
",none,old
"Staphylococcus_aureus_33204549:Staphylococcus aureus
",1-17岁,young
"Staphylococcus_aureus_33207229:Staphylococcus aureus
",>65岁,2006
"Staphylococcus_aureus_33212753:Staphylococcus aureus
",none,"arthritis,"
"Staphylococcus_aureus_33228561:Staphylococcus aureus
",17-65岁,23-year-old
"Staphylococcus_aureus_33228818:Staphylococcus aureus
",>65岁,194
"Staphylococcus_aureus_33243022:Staphylococcus aureus
",none,use
"Staphylococcus_aureus_33247984:Staphylococcus aureus
",none,of
"Staphylococcus_aureus_33249176:Staphylococcus aureus
",17-65岁,18
"Staphylococcus_aureus_33256629:Staphylococcus aureus
",17-65岁,20
"Staphylococcus_aureus_33269299:Staphylococcus aureus
",none,age
"Staphylococcus_aureus_33281225:Staphylococcus aureus
",1-17岁,3-year-old
"Staphylococcus_epidermidis_10079863:Staphylococcus epidermidis
",17-65岁,36
"Staphylococcus_epidermidis_10650491:Staphylococcus epidermidis
",>65岁,25 to 85
"Staphylococcus_epidermidis_11558449:Staphylococcus epidermidis
",1岁以下,premature infants
"Staphylococcus_epidermidis_11888355:Staphylococcus epidermidis
",none,", personnel, and patients"
"Staphylococcus_epidermidis_11929363:Staphylococcus epidermidis
",1-17岁,3
"Staphylococcus_epidermidis_12575239:Staphylococcus epidermidis
",none,.
"Staphylococcus_epidermidis_14577190:Staphylococcus epidermidis
",none,lung
"Staphylococcus_epidermidis_14672539:Staphylococcus epidermidis
",1-17岁,nine
"Staphylococcus_epidermidis_14730446:Staphylococcus epidermidis
",none,population
"Staphylococcus_epidermidis_15242199:Staphylococcus epidermidis
",17-65岁,53
"Staphylococcus_epidermidis_15557903:Staphylococcus epidermidis
",>65岁,"61 years (range, 38-79"
"Staphylococcus_epidermidis_15926085:Staphylococcus epidermidis
",none,mediastinitis
"Staphylococcus_epidermidis_16053175:Staphylococcus epidermidis
",1-17岁,9
"Staphylococcus_epidermidis_16134598:Staphylococcus epidermidis
",none,the
"Staphylococcus_epidermidis_16150097:Staphylococcus epidermidis
",17-65岁,44-year-old
"Staphylococcus_epidermidis_1652653:Staphylococcus epidermidis
",17-65岁,54
"Staphylococcus_epidermidis_17235646:Staphylococcus epidermidis
",17-65岁,34-year-old
"Staphylococcus_epidermidis_1797646:Staphylococcus epidermidis
",17-65岁,44
"Staphylococcus_epidermidis_17988988:Staphylococcus epidermidis
",1-17岁,15
"Staphylococcus_epidermidis_18387168:Staphylococcus epidermidis
",none,","
"Staphylococcus_epidermidis_18498842:Staphylococcus epidermidis
",>65岁,80-year-old
"Staphylococcus_epidermidis_18793549:Staphylococcus epidermidis
",17-65岁,59-year-old
"Staphylococcus_epidermidis_19512896:Staphylococcus epidermidis
",>65岁,79-year-old
"Staphylococcus_epidermidis_19527465:Staphylococcus epidermidis
",17-65岁,64
"Staphylococcus_epidermidis_19543552:Staphylococcus epidermidis
",1-17岁,young
"Staphylococcus_epidermidis_19810297:Staphylococcus epidermidis
",1-17岁,7.8 years (range 9 months to 16
"Staphylococcus_epidermidis_19818053:Staphylococcus epidermidis
",>65岁,73-year-old
"Staphylococcus_epidermidis_1996589:Staphylococcus epidermidis
",17-65岁,19
"Staphylococcus_epidermidis_20473148:Staphylococcus epidermidis
",>65岁,100
"Staphylococcus_epidermidis_20601690:Staphylococcus epidermidis
",none,hood
"Staphylococcus_epidermidis_20796185:Staphylococcus epidermidis
",none,newborn
"Staphylococcus_epidermidis_2107797:Staphylococcus epidermidis
",17-65岁,41
"Staphylococcus_epidermidis_21213127:Staphylococcus epidermidis
",>65岁,123
"Staphylococcus_epidermidis_21574133:Staphylococcus epidermidis
",>65岁,74-year-old
"Staphylococcus_epidermidis_22099609:Staphylococcus epidermidis
",1-17岁,15-year-old
"Staphylococcus_epidermidis_22369998:Staphylococcus epidermidis
",17-65岁,18-year-old
"Staphylococcus_epidermidis_22974885:Staphylococcus epidermidis
",>65岁,75
"Staphylococcus_epidermidis_23210003:Staphylococcus epidermidis
",17-65岁,43 patients (63% males
"Staphylococcus_epidermidis_23363789:Staphylococcus epidermidis
",none,our division
"Staphylococcus_epidermidis_2348550:Staphylococcus epidermidis
",17-65岁,55
"Staphylococcus_epidermidis_23534928:Staphylococcus epidermidis
",none,infections
"Staphylococcus_epidermidis_23660097:Staphylococcus epidermidis
",>65岁,90
"Staphylococcus_epidermidis_23666300:Staphylococcus epidermidis
",17-65岁,57
"Staphylococcus_epidermidis_23845107:Staphylococcus epidermidis
",none,to
"Staphylococcus_epidermidis_24071544:Staphylococcus epidermidis
",17-65岁,60
"Staphylococcus_epidermidis_24115610:Staphylococcus epidermidis
",17-65岁,20
"Staphylococcus_epidermidis_24131934:Staphylococcus epidermidis
",none,patient years
"Staphylococcus_epidermidis_24175581:Staphylococcus epidermidis
",none,this patient
"Staphylococcus_epidermidis_25176215:Staphylococcus epidermidis
",>65岁,4 890
"Staphylococcus_epidermidis_25317960:Staphylococcus epidermidis
",17-65岁,64-year-old
"Staphylococcus_epidermidis_25347986:Staphylococcus epidermidis
",>65岁,elderly
"Staphylococcus_epidermidis_25369229:Staphylococcus epidermidis
",17-65岁,27-year-old
"Staphylococcus_epidermidis_25504238:Staphylococcus epidermidis
",1-17岁,child
"Staphylococcus_epidermidis_25672088:Staphylococcus epidermidis
",17-65岁,31
"Staphylococcus_epidermidis_26014687:Staphylococcus epidermidis
",>65岁,301
"Staphylococcus_epidermidis_26175788:Staphylococcus epidermidis
",17-65岁,63-year-old
"Staphylococcus_epidermidis_26204692:Staphylococcus epidermidis
",none,a
"Staphylococcus_epidermidis_2681845:Staphylococcus epidermidis
",none,poor condition
"Staphylococcus_epidermidis_27107813:Staphylococcus epidermidis
",17-65岁,28-year-old
"Staphylococcus_epidermidis_27141998:Staphylococcus epidermidis
",>65岁,66-year-old
"Staphylococcus_epidermidis_27197104:Staphylococcus epidermidis
",>65岁,13527
"Staphylococcus_epidermidis_27812037:Staphylococcus epidermidis
",none,.
"Staphylococcus_epidermidis_28233206:Staphylococcus epidermidis
",none,I
"Staphylococcus_epidermidis_28877671:Staphylococcus epidermidis
",>65岁,198
"Staphylococcus_epidermidis_2909979:Staphylococcus epidermidis
",1岁以下,infants
"Staphylococcus_epidermidis_29272049:Staphylococcus epidermidis
",>65岁,68-year-old
"Staphylococcus_epidermidis_29468052:Staphylococcus epidermidis
",>65岁,239
"Staphylococcus_epidermidis_29559786:Staphylococcus epidermidis
",1-17岁,3.3 (+-3.1) and 6
"Staphylococcus_epidermidis_29741523:Staphylococcus epidermidis
",17-65岁,37-year-old
"Staphylococcus_epidermidis_30755272:Staphylococcus epidermidis
",>65岁,68-year old
"Staphylococcus_epidermidis_30896617:Staphylococcus epidermidis
",none,tertiary
"Staphylococcus_epidermidis_31131593:Staphylococcus epidermidis
",1-17岁,children
"Staphylococcus_epidermidis_31198153:Staphylococcus epidermidis
",1-17岁,5
"Staphylococcus_epidermidis_31226437:Staphylococcus epidermidis
",>65岁,12228
"Staphylococcus_epidermidis_31441883:Staphylococcus epidermidis
",>65岁,70-year-old
"Staphylococcus_epidermidis_31996563:Staphylococcus epidermidis
",none,neonates
"Staphylococcus_epidermidis_32087081:Staphylococcus epidermidis
",1-17岁,11
"Staphylococcus_epidermidis_32166635:Staphylococcus epidermidis
",>65岁,8 days-121
"Staphylococcus_epidermidis_32172261:Staphylococcus epidermidis
",1-17岁,75.2 ++ 12
"Staphylococcus_epidermidis_32685317:Staphylococcus epidermidis
",1-17岁,young
"Staphylococcus_epidermidis_32695092:Staphylococcus epidermidis
",>65岁,children and elderly
"Staphylococcus_epidermidis_32842309:Staphylococcus epidermidis
",none,neonates
"Staphylococcus_epidermidis_32942819:Staphylococcus epidermidis
",1-17岁,children
