,age,age_origin
"Ivela_ochropoda_NPV_34249808:Ivela ochropoda NPV
",17-65岁,47
"Ivela_ochropoda_NPV_34384896:Ivela ochropoda NPV
",17-65岁,adults
"Ivela_ochropoda_NPV_34493222:Ivela ochropoda NPV
",none,.
"Ivela_ochropoda_NPV_34675676:Ivela ochropoda NPV
",17-65岁,59
"Ivela_ochropoda_NPV_34745031:Ivela ochropoda NPV
",>65岁,from HIV and non-HIV patients during 2013-2019
"Jaagsiekte_virus_22655078:Jaagsiekte virus
",none,female gender
"Jaagsiekte_virus_24150961:Jaagsiekte virus
",none,observations
"Jaagsiekte_virus_31884891:Jaagsiekte virus
",1-17岁,8-y-old
"Jaagsiekte_virus_33116642:Jaagsiekte virus
",none,lung cancer.
"Jaagsiekte_virus_3353097:Jaagsiekte virus
",none,interstitial
"Jamestown_Canyon_virus_12467:Jamestown Canyon virus
",none,Slovakia
"Jamestown_Canyon_virus_17671056:Jamestown Canyon virus
",1-17岁,11
"Jamestown_Canyon_virus_1928573:Jamestown Canyon virus
",17-65岁,60
"Jamestown_Canyon_virus_21858752:Jamestown Canyon virus
",17-65岁,adults
"Jamestown_Canyon_virus_29977968:Jamestown Canyon virus
",17-65岁,Adult
"Jamestown_Canyon_virus_32344276:Jamestown Canyon virus
",none,similar to that of other coronavirus infections that cause central and peripheral neurologic deficits.
"Jamestown_Canyon_virus_32525967:Jamestown Canyon virus
",17-65岁,60
"Jamestown_Canyon_virus_32667036:Jamestown Canyon virus
",17-65岁,8.2 years (1-18
"Jamestown_Canyon_virus_8106772:Jamestown Canyon virus
",>65岁,218
"Jamestown_Canyon_virus_9559529:Jamestown Canyon virus
",17-65岁,30
"Japanese_encephalitis_virus_11289013:Japanese encephalitis virus
",1-17岁,14
"Japanese_encephalitis_virus_12088481:Japanese encephalitis virus
",none,people
"Japanese_encephalitis_virus_15782607:Japanese encephalitis virus
",>65岁,76-year old
"Japanese_encephalitis_virus_20845741:Japanese encephalitis virus
",1-17岁,15
"Japanese_encephalitis_virus_21646775:Japanese encephalitis virus
",none,activation
"Japanese_encephalitis_virus_22232450:Japanese encephalitis virus
",>65岁,1-80
"Japanese_encephalitis_virus_22711342:Japanese encephalitis virus
",1-17岁,children
"Japanese_encephalitis_virus_22746055:Japanese encephalitis virus
",>65岁,74-year old
"Japanese_encephalitis_virus_23593267:Japanese encephalitis virus
",1-17岁,2
"Japanese_encephalitis_virus_24378133:Japanese encephalitis virus
",1-17岁,15
"Japanese_encephalitis_virus_25810981:Japanese encephalitis virus
",1-17岁,5
"Japanese_encephalitis_virus_30487365:Japanese encephalitis virus
",17-65岁,64-year-old
"Japanese_encephalitis_virus_30782739:Japanese encephalitis virus
",>65岁,0-74
"Japanese_encephalitis_virus_33051388:Japanese encephalitis virus
",none,paper
"Japanese_encephalitis_virus_34690917:Japanese encephalitis virus
",none,)
"Japanese_encephalitis_virus_34880182:Japanese encephalitis virus
",>65岁,72-year-old
"Japanese_encephalitis_virus_6183467:Japanese encephalitis virus
",1-17岁,children
"JC_virus_21862936:JC virus
",1-17岁,13
"JC_virus_22382480:JC virus
",none,A
"JC_virus_22552457:JC virus
",none,.
"JC_virus_23203645:JC virus
",none,.
"JC_virus_24225571:JC virus
",17-65岁,57-year-old
"JC_virus_24264833:JC virus
",17-65岁,40-year-old
"JC_virus_24835139:JC virus
",>65岁,68-years-old
"JC_virus_26012149:JC virus
",>65岁,73
"JC_virus_30511425:JC virus
",17-65岁,63-year-old
"JC_virus_32918855:JC virus
",1-17岁,young
"JC_virus_34316461:JC virus
",none,Akbar
"JC_virus_34377151:JC virus
",17-65岁,24
"JC_virus_34798365:JC virus
",1-17岁,49.6 +- 11
"JC_virus_6325849:JC virus
",17-65岁,18
"Joa_virus_22819720:Joa virus
",17-65岁,60
"Juan_Diaz_virus_20353856:Juan Diaz virus
",1-17岁,young
"Juan_Diaz_virus_21263317:Juan Diaz virus
",17-65岁,15-44
"Juan_Diaz_virus_22240033:Juan Diaz virus
",>65岁,148
"Juan_Diaz_virus_22404211:Juan Diaz virus
",>65岁,68
"Juan_Diaz_virus_23344833:Juan Diaz virus
",none,ICU
"Juan_Diaz_virus_27770828:Juan Diaz virus
",none,age
"Junin_virus_6308382:Junin virus
",none,.
"Kern_Canyon_Yirus_1455623:Kern Canyon Yirus
",none,ca
"Keystone_virus_1848789:Keystone virus
",none,lung transplant
"Keystone_virus_33211427:Keystone virus
",none,"symptoms. Beyond conventional chest imaging, many teams have developed new artificial intelligence tools to better help clinicians in"
"Keystone_virus_34302291:Keystone virus
",none,and transplants
"Keystone_virus_34577801:Keystone virus
",17-65岁,55
"Kilham_rat_virus_14556063:Kilham rat virus
",1-17岁,11-year-old
"Kilham_rat_virus_16462583:Kilham rat virus
",1-17岁,16-year-old
"Kilham_rat_virus_16503960:Kilham rat virus
",17-65岁,adult
"Kilham_rat_virus_17330795:Kilham rat virus
",1-17岁,5
"Kilham_rat_virus_17336143:Kilham rat virus
",1-17岁,7
"Kilham_rat_virus_17351759:Kilham rat virus
",17-65岁,17
"Kilham_rat_virus_17468770:Kilham rat virus
",1-17岁,child
"Kilham_rat_virus_17607653:Kilham rat virus
",none,in
"Kilham_rat_virus_17686654:Kilham rat virus
",1-17岁,child
"Kilham_rat_virus_17851126:Kilham rat virus
",1-17岁,9
"Kilham_rat_virus_17906838:Kilham rat virus
",>65岁,elderly
"Kilham_rat_virus_19024084:Kilham rat virus
",1-17岁,five
"Kilham_rat_virus_19486795:Kilham rat virus
",17-65岁,40-year-old
"Kilham_rat_virus_19960524:Kilham rat virus
",>65岁,124
"Kilham_rat_virus_21524979:Kilham rat virus
",1-17岁,5
"Kilham_rat_virus_21532231:Kilham rat virus
",>65岁,70-year-old
"Kilham_rat_virus_22116985:Kilham rat virus
",17-65岁,30
"Kilham_rat_virus_22168387:Kilham rat virus
",17-65岁,60 year-old
"Kilham_rat_virus_22531100:Kilham rat virus
",none,all ages
"Kilham_rat_virus_22717293:Kilham rat virus
",17-65岁,46-year-old
"Kilham_rat_virus_23082460:Kilham rat virus
",1岁以下,13-month
"Kilham_rat_virus_24356475:Kilham rat virus
",none,A
"Kilham_rat_virus_28397477:Kilham rat virus
",1-17岁,0 - 5
"Kilham_rat_virus_28657532:Kilham rat virus
",none,dive
"Kilham_rat_virus_29629004:Kilham rat virus
",1-17岁,6 year-old
"Kilham_rat_virus_30159289:Kilham rat virus
",>65岁,156
"Kilham_rat_virus_30281528:Kilham rat virus
",17-65岁,21-year-old
"Kilham_rat_virus_31220115:Kilham rat virus
",1-17岁,2
"Kilham_rat_virus_31519214:Kilham rat virus
",1岁以下,17-month-old
"Kilham_rat_virus_32928810:Kilham rat virus
",17-65岁,44-year-old
"Kilham_rat_virus_32975345:Kilham rat virus
",17-65岁,59
"Kilham_rat_virus_33097683:Kilham rat virus
",>65岁,78-year-old
"Kilham_rat_virus_33194423:Kilham rat virus
",none,patients
"Kilham_rat_virus_33237291:Kilham rat virus
",>65岁,22 (12-67
"Kilham_rat_virus_33332751:Kilham rat virus
",1-17岁,6-year-old
"Kilham_rat_virus_33436535:Kilham rat virus
",17-65岁,22-year-old
"Kilham_rat_virus_34017709:Kilham rat virus
",>65岁,149
"Kilham_rat_virus_34451422:Kilham rat virus
",1-17岁,5-year old
"Kilham_rat_virus_34595389:Kilham rat virus
",17-65岁,adults
"Kilham_rat_virus_34676356:Kilham rat virus
",17-65岁,18-year-old
"Kilham_rat_virus_34774573:Kilham rat virus
",1-17岁,0-2
"Kilham_rat_virus_34970255:Kilham rat virus
",17-65岁,43-year-old
"Kilham_rat_virus_8031818:Kilham rat virus
",1-17岁,pediatric
"Kilham_rat_virus_9229871:Kilham rat virus
",17-65岁,50
"Kimberley_virus_32919333:Kimberley virus
",17-65岁,26-year-old
"Kimberley_virus_34363789:Kimberley virus
",1-17岁,15
"Kimberley_virus_8386796:Kimberley virus
",1-17岁,young
"Kirsten_murine_sarcoma_yirus_27058911:Kirsten murine sarcoma yirus
",17-65岁,18
"Kirsten_murine_sarcoma_yirus_27597976:Kirsten murine sarcoma yirus
",none,different tumor
"Kirsten_murine_sarcoma_yirus_27645976:Kirsten murine sarcoma yirus
",none,old
"Kirsten_murine_sarcoma_yirus_28186237:Kirsten murine sarcoma yirus
",>65岁,223
"Kirsten_murine_sarcoma_yirus_28840016:Kirsten murine sarcoma yirus
",none,AD
"Kirsten_murine_sarcoma_yirus_29306909:Kirsten murine sarcoma yirus
",none,IV
"Kirsten_murine_sarcoma_yirus_29631966:Kirsten murine sarcoma yirus
",17-65岁,37
"Kirsten_murine_sarcoma_yirus_29720878:Kirsten murine sarcoma yirus
",>65岁,99
"Kirsten_murine_sarcoma_yirus_32336065:Kirsten murine sarcoma yirus
",>65岁,405
"Kirsten_murine_sarcoma_yirus_32802465:Kirsten murine sarcoma yirus
",>65岁,194
"Kirsten_murine_sarcoma_yirus_33552685:Kirsten murine sarcoma yirus
",>65岁,86
"Kirsten_murine_sarcoma_yirus_33819244:Kirsten murine sarcoma yirus
",17-65岁,19
"Kirsten_murine_sarcoma_yirus_34781284:Kirsten murine sarcoma yirus
",>65岁,75
"Kunjin_virus_12088481:Kunjin virus
",none,people
"Kunjin_virus_14652920:Kunjin virus
",none,empty
"Kunjin_virus_15714628:Kunjin virus
",none,"among hospitals, and"
"Kunjin_virus_17630998:Kunjin virus
",none,organ
"Kunjin_virus_17679526:Kunjin virus
",17-65岁,adult
"Kunjin_virus_20204752:Kunjin virus
",1-17岁,5
"Kunjin_virus_22785181:Kunjin virus
",>65岁,72
"Kunjin_virus_26821179:Kunjin virus
",17-65岁,2-59
"Kunjin_virus_31641673:Kunjin virus
",>65岁,190
"Kyasanur_forest_disease_virus_26648575:Kyasanur forest disease virus
",17-65岁,48-year-old
"Kyasanur_forest_disease_virus_33758161:Kyasanur forest disease virus
",>65岁,76-year-old
"Kyasanur_forest_disease_virus_33897376:Kyasanur forest disease virus
",none,lives
"Kyasanur_forest_disease_virus_34921220:Kyasanur forest disease virus
",>65岁,3352
"K_virus_34730410:K virus
",1-17岁,in Chinese children
"K_virus_34844554:K virus
",17-65岁,18
"K_virus_34909302:K virus
",>65岁,34.78 years (SD+-9.51) with an age range of 19-69
"K_virus_34912637:K virus
",none,Ill
"K_virus_34969624:K virus
",>65岁,67
"Langat_virus_26648575:Langat virus
",17-65岁,48-year-old
"Langat_virus_27481854:Langat virus
",1-17岁,12
"Langat_virus_33758161:Langat virus
",>65岁,76-year-old
"Langat_virus_34921220:Langat virus
",>65岁,3352
"Lassa_virus_7081389:Lassa virus
",none,lesions
"Lechriolepis_basirufa_NPV_33227028:Lechriolepis basirufa NPV
",none,.
"Lechriolepis_basirufa_NPV_33228818:Lechriolepis basirufa NPV
",17-65岁,adult
"Lechriolepis_basirufa_NPV_33236268:Lechriolepis basirufa NPV
",17-65岁,50
"Lechriolepis_basirufa_NPV_33270790:Lechriolepis basirufa NPV
",1-17岁,Younger
"Lechriolepis_basirufa_NPV_33296132:Lechriolepis basirufa NPV
",>65岁,257
"Lechriolepis_basirufa_NPV_33296409:Lechriolepis basirufa NPV
",>65岁,65
"Lechriolepis_basirufa_NPV_33335520:Lechriolepis basirufa NPV
",>65岁,72
"Lechriolepis_basirufa_NPV_33449185:Lechriolepis basirufa NPV
",17-65岁,49.2 +- 17
"Lechriolepis_basirufa_NPV_33509388:Lechriolepis basirufa NPV
",17-65岁,18
"Lechriolepis_basirufa_NPV_33761733:Lechriolepis basirufa NPV
",>65岁,136 moderate patients and 83
"Lechriolepis_basirufa_NPV_33788910:Lechriolepis basirufa NPV
",>65岁,73
"Lechriolepis_basirufa_NPV_33793600:Lechriolepis basirufa NPV
",>65岁,Older age
"Lechriolepis_basirufa_NPV_33814777:Lechriolepis basirufa NPV
",17-65岁,60
"Lechriolepis_basirufa_NPV_33825279:Lechriolepis basirufa NPV
",>65岁,98
"Lechriolepis_basirufa_NPV_33852356:Lechriolepis basirufa NPV
",>65岁,72
"Lechriolepis_basirufa_NPV_33871709:Lechriolepis basirufa NPV
",none,administrative
"Lechriolepis_basirufa_NPV_33872057:Lechriolepis basirufa NPV
",>65岁,140
"Lechriolepis_basirufa_NPV_33873077:Lechriolepis basirufa NPV
",>65岁,78
"Lechriolepis_basirufa_NPV_34063861:Lechriolepis basirufa NPV
",>65岁,101
"Lechriolepis_basirufa_NPV_34093013:Lechriolepis basirufa NPV
",none,ward
"Lechriolepis_basirufa_NPV_34096323:Lechriolepis basirufa NPV
",17-65岁,60
"Lechriolepis_basirufa_NPV_34106017:Lechriolepis basirufa NPV
",>65岁,76
"Lechriolepis_basirufa_NPV_34130118:Lechriolepis basirufa NPV
",17-65岁,56
"Lechriolepis_basirufa_NPV_34146235:Lechriolepis basirufa NPV
",17-65岁,adult
"Lechriolepis_basirufa_NPV_34218365:Lechriolepis basirufa NPV
",17-65岁,58
"Lechriolepis_basirufa_NPV_34243776:Lechriolepis basirufa NPV
",>65岁,older
"Lechriolepis_basirufa_NPV_34249808:Lechriolepis basirufa NPV
",17-65岁,47
"Lechriolepis_basirufa_NPV_34384896:Lechriolepis basirufa NPV
",17-65岁,adults
"Lechriolepis_basirufa_NPV_34493222:Lechriolepis basirufa NPV
",none,","
"Lechriolepis_basirufa_NPV_34675676:Lechriolepis basirufa NPV
",17-65岁,59
"Lechriolepis_basirufa_NPV_34745031:Lechriolepis basirufa NPV
",>65岁,from HIV and non-HIV patients during 2013-2019
"Lee_virus_34829277:Lee virus
",17-65岁,18
"Lee_virus_34848518:Lee virus
",none,trauma
"Lee_virus_34888290:Lee virus
",17-65岁,40-year-old
"Lee_virus_34904410:Lee virus
",17-65岁,42
"Lee_virus_34930725:Lee virus
",none,entire
"Lee_virus_34933948:Lee virus
",none,"Latinx,"
"Lee_virus_34952903:Lee virus
",17-65岁,61
"Lee_virus_34962117:Lee virus
",>65岁,80
"Lee_virus_34964792:Lee virus
",none,.
"Lee_virus_34988242:Lee virus
",17-65岁,40-year-old
"Leporid_herpesvirus_1_21358932:Leporid herpesvirus 1
",1-17岁,1.5-year-old
"Lily_virus_X_21040194:Lily virus X
",1-17岁,Seventy-three
"Louping_ill_virus_26648575:Louping ill virus
",17-65岁,48-year-old
"Louping_ill_virus_33758161:Louping ill virus
",>65岁,76-year-old
"Louping_ill_virus_34921220:Louping ill virus
",>65岁,3352
"Louping_ill_virus_7826877:Louping ill virus
",none,frequence
"LucemeAustralian_latent_virus_34416798:LucemeAustralian latent virus
",17-65岁,53
"LucemeAustralian_latent_virus_34445965:LucemeAustralian latent virus
",>65岁,932
"LucemeAustralian_latent_virus_34448741:LucemeAustralian latent virus
",17-65岁,28 days to 59
"LucemeAustralian_latent_virus_34448742:LucemeAustralian latent virus
",17-65岁,28 days to 59
"LucemeAustralian_latent_virus_34448748:LucemeAustralian latent virus
",17-65岁,1-59
"LucemeAustralian_latent_virus_34692281:LucemeAustralian latent virus
",>65岁,elderly
"LucemeAustralian_latent_virus_34696673:LucemeAustralian latent virus
",none,and
"LucemeAustralian_latent_virus_34715802:LucemeAustralian latent virus
",none,MCA
"LucemeAustralian_latent_virus_34898387:LucemeAustralian latent virus
",17-65岁,54-year-old
"LucemeAustralian_latent_virus_34909614:LucemeAustralian latent virus
",>65岁,117
"LucerneAustralian_symptomless_virus_12032442:LucerneAustralian symptomless virus
",17-65岁,adult
"LucerneAustralian_symptomless_virus_1357294:LucerneAustralian symptomless virus
",1-17岁,6.8
"LucerneAustralian_symptomless_virus_16845630:LucerneAustralian symptomless virus
",none,recipients
"LucerneAustralian_symptomless_virus_18044066:LucerneAustralian symptomless virus
",>65岁,elderly
"LucerneAustralian_symptomless_virus_33872783:LucerneAustralian symptomless virus
",>65岁,86-year-old
"Lum_virus_19423869:Lum virus
",>65岁,81
"Lum_virus_20844229:Lum virus
",none,of respiratory specimens implied increasing viral load and probable drug resistance. Oseltamivir resistance was later confirmed by pyrosequencing.
"Lum_virus_32192580:Lum virus
",none,tour
"Lum_virus_32330439:Lum virus
",>65岁,2020
"Lum_virus_33041077:Lum virus
",17-65岁,47
"Lum_virus_6311915:Lum virus
",none,transplant
"Madrid_virus_34801181:Madrid virus
",17-65岁,adults
"Madrid_virus_34810152:Madrid virus
",none,a
"Madrid_virus_34835136:Madrid virus
",>65岁,older
"Madrid_virus_34843661:Madrid virus
",>65岁,19-84
"Madrid_virus_34856034:Madrid virus
",>65岁,169
"Madrid_virus_34857587:Madrid virus
",none,double
"Madrid_virus_34936110:Madrid virus
",none,KT
"Madrid_virus_34955580:Madrid virus
",>65岁,89
"Madrid_virus_34980440:Madrid virus
",none,present
"Main_Drain_virus_1579752:Main Drain virus
",17-65岁,30-year-old
"Main_Drain_virus_18769984:Main Drain virus
",>65岁,47 (range 14-74
"Main_Drain_virus_19882320:Main Drain virus
",>65岁,70-year-old
"Main_Drain_virus_30207249:Main Drain virus
",none,fifties
"Main_Drain_virus_8485282:Main Drain virus
",none,one
"Manitoba_virus_33734448:Manitoba virus
",>65岁,67
"Manitoba_virus_33828395:Manitoba virus
",>65岁,2020
"Manitoba_virus_33837039:Manitoba virus
",17-65岁,11-17
"Manitoba_virus_33882768:Manitoba virus
",none,general
"Manitoba_virus_33947347:Manitoba virus
",none,patients
"Manitoba_virus_33973174:Manitoba virus
",none,"related genes, as well as the probable genetic predisposition models"
"Manitoba_virus_34217380:Manitoba virus
",none,empty
"Manitoba_virus_34580141:Manitoba virus
",1-17岁,adolescent
"Manitoba_virus_34604570:Manitoba virus
",>65岁,2020
"Manitoba_virus_34622186:Manitoba virus
",1-17岁,two
"Manitoba_virus_34656963:Manitoba virus
",>65岁,13 and 81
"Manitoba_virus_34866560:Manitoba virus
",none,one-year into
"Marburg_virus_32215760:Marburg virus
",17-65岁,50
"Marburg_virus_32297723:Marburg virus
",none,passing
"Marburg_virus_33070960:Marburg virus
",>65岁,70
"Marburg_virus_34456622:Marburg virus
",>65岁,70
"Marburg_virus_6897472:Marburg virus
",1-17岁,young
"Marco_virus_33864172:Marco virus
",1-17岁,young
"Marco_virus_34060900:Marco virus
",none,evidenced
"Marco_virus_34482844:Marco virus
",1-17岁,5-year-old
"Marco_virus_34629385:Marco virus
",none,several
"Marco_virus_34738575:Marco virus
",none,imbalance
"Marco_virus_34839814:Marco virus
",1-17岁,6
"Marek's_disease_herpesvirus_1_31378167:Marek's disease herpesvirus 1
",none,cells
"Marmodid_herpesvirus_1_29800471:Marmodid herpesvirus 1
",1岁以下,33-month-old
"Marmodid_herpesvirus_1_30244544:Marmodid herpesvirus 1
",1-17岁,56.7 +- 15
"Marmodid_herpesvirus_1_30267802:Marmodid herpesvirus 1
",17-65岁,64
"Marmodid_herpesvirus_1_30397829:Marmodid herpesvirus 1
",>65岁,65
"Marmodid_herpesvirus_1_30504509:Marmodid herpesvirus 1
",17-65岁,27
"Marmodid_herpesvirus_1_30633815:Marmodid herpesvirus 1
",none,cohort
"Marmodid_herpesvirus_1_30742492:Marmodid herpesvirus 1
",>65岁,738
"Marmodid_herpesvirus_1_30879589:Marmodid herpesvirus 1
",17-65岁,47-year-old
"Marmodid_herpesvirus_1_31436571:Marmodid herpesvirus 1
",none,.
"Marmodid_herpesvirus_1_31566097:Marmodid herpesvirus 1
",none,.
"Marmodid_herpesvirus_1_31628883:Marmodid herpesvirus 1
",none,s
"Marmodid_herpesvirus_1_31640840:Marmodid herpesvirus 1
",>65岁,older
"Marmodid_herpesvirus_1_31888503:Marmodid herpesvirus 1
",>65岁,84-year-old
"Marmodid_herpesvirus_1_31924246:Marmodid herpesvirus 1
",none,-
"Marmodid_herpesvirus_1_32264973:Marmodid herpesvirus 1
",none,real
"Marmodid_herpesvirus_1_32406606:Marmodid herpesvirus 1
",none,patient
"Marmodid_herpesvirus_1_32456697:Marmodid herpesvirus 1
",none,.
"Marmodid_herpesvirus_1_32552904:Marmodid herpesvirus 1
",none,survival
"Marmodid_herpesvirus_1_32555213:Marmodid herpesvirus 1
",1-17岁,5
"Marmodid_herpesvirus_1_32629035:Marmodid herpesvirus 1
",17-65岁,adult
"Marmodid_herpesvirus_1_32654738:Marmodid herpesvirus 1
",>65岁,72-year-old
"Marmodid_herpesvirus_1_32696252:Marmodid herpesvirus 1
",>65岁,89
"Marmodid_herpesvirus_1_32740125:Marmodid herpesvirus 1
",>65岁,2018
"Marmodid_herpesvirus_1_32810961:Marmodid herpesvirus 1
",>65岁,122
"Marmodid_herpesvirus_1_32992438:Marmodid herpesvirus 1
",17-65岁,48
